matrix_index,case_tag,partition_name,partition_basis,matrix_convention,geometry_file,simplified_geometry_file,region_id,population,population_rounded,target_population,population_ratio,area_m2,area_sqmi,population_density_per_sqmi,centroid_x,centroid_y,centroid_lon,centroid_lat
2294,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002294,52.36508977082302,52,8432.079434167574,0.0062102225411486,77699643.31007993,29.99999999999997,1.745502992360769,140664.27679477117,156690.5231971652,-75.88810379421224,38.402970506738605
2295,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002295,968.0452247163142,968,8432.079434167574,0.1148050409479901,77699643.31007993,29.99999999999997,32.2681741572105,149479.0169106271,156690.5231971652,-75.78711461113073,38.4016062170563
2296,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002296,7473.892361669075,7474,8432.079434167574,0.8863640837376561,77699643.31007993,29.99999999999997,249.1297453889694,158293.75702648307,156690.5231971652,-75.6861291536504,38.40015905638937
2297,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002297,4233.95525575887,4234,8432.079434167574,0.5021246880813869,77699643.31007993,29.99999999999997,141.13184185862914,175923.23725819495,156690.5231971652,-75.48417029303414,38.39701614005327
2298,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002298,4146.123729474379,4146,8432.079434167574,0.4917083338510662,77699643.31007993,29.99999999999997,138.20412431581275,184737.97737405085,156690.5231971652,-75.38319732853722,38.39532039399308
2299,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002299,1146.428538122164,1146,8432.079434167574,0.135960357948803,77699643.31007993,29.99999999999997,38.21428460407217,193552.7174899068,156690.5231971652,-75.28222896691372,38.39354179616622
2300,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002300,5493.076148125108,5493,8432.079434167574,0.6514497628979454,77699643.31007993,29.99999999999997,183.1025382708371,211182.1977216187,156690.5231971652,-75.08030692892474,38.38973606721577
2301,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002301,0.0,0,8432.079434167574,0.0,24644564.488647938,9.515319545405475,0.0,217014.27510886293,157037.98434411566,-75.0134106564575,38.39153615024668
2302,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002302,1665.0548231632729,1665,8432.079434167574,0.1974666908872223,4856227.706879996,1.8749999999999984,888.0292390204129,-122676.08416642496,157792.3657116472,-78.90598078186454,38.41543152766937
2303,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002303,4872.609759627374,4873,8432.079434167574,0.5778657326072029,4856227.706879996,1.8749999999999984,2598.7252051346018,-120472.39913746098,157792.3657116472,-78.88072797785905,38.41571740293005
2304,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002304,7691.030494872152,7691,8432.079434167574,0.9121155172835989,4856227.706879996,1.8749999999999984,4101.8829305984855,-118268.71410849702,157792.3657116472,-78.85547498607359,38.41599809732202
2305,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002305,1103.449987831706,1103,8432.079434167574,0.1308633293183201,4856227.706879996,1.8749999999999984,588.5066601769105,-116065.02907953304,157792.3657116472,-78.83022180994035,38.41627361079164
2306,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002306,1379.115047620651,1379,8432.079434167574,0.1635557466444573,4856227.706879998,1.8749999999999991,735.5280253976808,5137.647513486128,157792.3657116472,-77.44111370301187,38.42344708171445
2307,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002307,4596.056052873872,4596,8432.079434167574,0.5450679264536127,4856227.706879998,1.8749999999999991,2451.229894866066,7341.332542450114,157792.3657116472,-77.41585568458316,38.423432408472046
2308,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002308,2943.38770806048,2943,8432.079434167574,0.349070206351899,19424910.827519983,7.499999999999993,392.4516944080642,-125981.61170987097,158894.20822612918,-78.94404791356024,38.42492691704619
2309,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002309,800.7293634518331,801,8432.079434167574,0.0949622652043816,19424910.827519983,7.499999999999993,106.7639151269112,-112759.50153608705,158894.20822612918,-78.7925102392816,38.42661128861448
2310,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002310,2131.6033675319063,2132,8432.079434167574,0.2527968793669626,19424910.827519983,7.499999999999993,284.21378233758776,164904.81211337497,158894.20822612918,-75.60989986426843,38.41888574383317
2311,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002311,5192.05703900387,5192,8432.079434167574,0.6157504894895997,19424910.827519983,7.499999999999993,692.2742718671833,169312.18217130296,158894.20822612918,-75.55939697218831,38.41809982243248
2312,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002312,948.4068327015964,948,8432.079434167574,0.1124760315775208,19424910.827519983,7.499999999999993,126.45424436021295,200163.77257679877,158894.20822612918,-75.20590782097193,38.412018241756826
2313,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002313,3782.230291072739,3782,8432.079434167574,0.4485524977085472,19424910.827519983,7.499999999999993,504.2973721430324,204571.1426347267,158894.20822612918,-75.15541414176846,38.41106657664738
2314,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002314,9447.464659673384,9447,8432.079434167574,1.1204193145277277,19424910.82751999,7.4999999999999964,1259.6619546231184,10646.860085896093,158894.2082261292,-77.37795276374584,38.433335624821936
2315,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002315,2145.3680095908376,2145,8432.079434167574,0.2544292930753956,4856227.706879996,1.8749999999999984,1144.1962717817812,-122676.08416642496,159996.0507406112,-78.90634752394807,38.435299384797865
2316,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002316,9521.3962427748,9521,8432.079434167574,1.1291872090522788,4856227.706879996,1.8749999999999984,5078.077996146565,-120472.39913746098,159996.0507406112,-78.8810881346948,38.43558532988622
2317,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002317,6724.468734350478,6724,8432.079434167574,0.7974864073388946,4856227.706879996,1.8749999999999984,3586.3833249869253,-118268.71410849702,159996.0507406112,-78.85582855751461,38.43586609284044
2318,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002318,657.3974582181999,657,8432.079434167574,0.0779638597276923,4856227.706879996,1.8749999999999984,350.6119777163736,-116065.02907953304,159996.0507406112,-78.83056879584238,38.43614167360682
2319,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002319,3325.2766767710395,3325,8432.079434167574,0.3943602171602781,4856227.706879998,1.8749999999999991,1773.4808942778886,5137.647513486129,159996.05074061122,-77.44109834070089,38.44331689672846
